ID,Province,Study_site,Latitude,Longitude,Altitude,MAT,MAP,Soil_fertility,Forest_type,Dominant_species,Stand_origin,Stand_age,MMD,Mean_DBH,Mean_height,Stand_density,GSV,Plot_dimension,Sample_size,Method,Tree_numbers,Trees,AGBt,Wood,Bark,Stem,Branch,Leaf,Crown,Reproduction,BGBt,Understory,AGBu,BGBu,Shrub,AGBs,BGBs,Floor,AGBf,BGBf,Liana,DOM,Litterfall,Suspended_branches,Dead_trees,Sources
1286,Guangdong,Longdong Forest Farm,23.28,113.45,125,21.8,1694,II,Acacia forest,A. mangium,Planted,6,Min DBH,12.3,NA,1745,NA,1000,2,Allometry,12,NA,77.14,53.798,8.48,62.278,9.537,5.325,14.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.432,NA,Xu et al. 1998a
1287,Zhejiang,Zitongkou Forest Farm,29.62,119.02,250,17,1430,II,Cupressus forest,C. funebris,Planted,13,Min DBH,10.4,9,1890,69.72,667,1,Allometry,6,81.06,69.3,NA,NA,40.26,12.74,16.14,28.88,0.16,11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 1998b
1288,Zhejiang,Zitongkou Forest Farm,29.62,119.02,250,17,1430,II,Cupressus forest,C. funebris,Planted,22,Min DBH,13.7,12.05,1440,120.82,667,1,Allometry,6,161.33,137.52,NA,NA,87.58,26.83,22.32,49.15,0.79,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 1998b
1289,Zhejiang,Zitongkou Forest Farm,29.62,119.02,250,17,1430,II,Cupressus forest,C. funebris,Planted,35,Min DBH,17.1,15.2,1200,207.29,667,1,Allometry,6,187.28,160.16,NA,NA,102.2,35.72,18.6,54.32,3.64,27.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 1998b
1290,Guangdong,Zhenhai Forest Farm,22.57,112.56,150,22.1,1822,III,Eucalyptus forest,E. grandis × E. urophylla,Planted,3.5,Min DBH,7.4,NA,2232,NA,1000,2,Allometry,12,NA,38.044,27.898,3.452,31.35,3.131,2.781,5.912,0.782,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,0,6.7,6.7,0,0,Xu et al. 2000
1291,Yunnan,Western Suburb of Chuxiong County,25.22,101.43,2200,12.4,995,III,Eucalyptus forest,E. globulus ,Planted,4.5,Min DBH,11.8,13.1,798,52.745,256,4,Allometry,26,61.3,54.1,40,6.3,46.3,2.9,4.9,7.8,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2004
1292,Shandong,Jianggezhuang Township,37.44,121.71,40,11.3,805,II,Pinus forest,P. thunbergii,Planted,33,Min DBH,10.6,6.8,1395,41.856,900,1,Average,,88.34,69.89,NA,NA,39.58,16.41,13.9,30.31,NA,18.45,3.04,NA,NA,1.7,1.18,0.52,1.34,NA,NA,0,3.71,3.71,0,0,Xu et al. 2005
1293,Heilongjiang,Suiyang Forest Region,44.43,130.88,520,3,550,V,Quercus forest ,Q. mongolica ,Secondary,42,Min DBH,11.7,9,2125,98.834,400,1,Allometry,15,NA,104.955,NA,NA,82.708,18.228,4.019,22.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2006
1294,Heilongjiang,Suiyang Forest Region,44.43,130.88,540,3,550,V,Quercus forest ,Q. mongolica ,Secondary,49,Min DBH,14.7,13.9,2300,260.802,400,1,Allometry,15,NA,206.851,NA,NA,164.4,37.522,4.929,42.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2006
1295,Heilongjiang,Suiyang Forest Region,44.43,130.88,540,3,550,V,Quercus forest ,Q. mongolica ,Secondary,48,Min DBH,10.4,6.2,2700,68.353,400,1,Allometry,15,NA,102.248,NA,NA,80.881,16.919,4.448,21.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2006
1296,Heilongjiang,Suiyang Forest Region,44.43,130.88,690,3,550,V,Quercus forest ,Q. mongolica ,Secondary,73,Min DBH,21.9,15.9,675,194.322,400,1,Allometry,15,NA,147.815,NA,NA,118.488,27.635,1.693,29.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2006
1297,Shandong,Huanhai Forest Farm,35.84,119.96,30,12.3,788,II,Pinus forest,P. taeda,Planted,9,Min DBH,6.5,12.2,1800,36.435,NA,1,Average,,NA,32.274,NA,NA,27.198,2.898,2.178,5.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xu et al. 2007
1298,Guangxi,Qingyuan Forest Farm,24.43,108.69,256,19.2,1260,III,Cunninghamia forest,C. lanceolata,Planted,11,Min DBH,NA,NA,3550,NA,NA,NA,Allometry,7,67.01,54.32,32.6,8.38,40.98,5.45,6.8,12.25,1.09,12.69,0.7,0.51,0.19,0,0,0,0.7,0.51,0.19,0,NA,NA,4.54,NA,Xue and Luo 2002
1299,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,6,Min DBH,NA,NA,5100,NA,400,1,Allometry,28,43.7,34.96,20,3.34,23.34,5.41,6.21,11.62,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1300,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,7,Min DBH,NA,NA,5100,NA,400,1,Allometry,28,61.85,50.13,28.93,4.84,33.77,7.9,8.46,16.36,NA,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1301,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,7,Min DBH,NA,NA,5100,NA,400,1,Allometry,28,53.97,43.19,24.34,4.06,28.4,7.15,7.64,14.79,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1302,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,9,Min DBH,NA,NA,5100,NA,400,1,Allometry,28,33.07,26.21,14.43,2.41,16.84,3.75,5.62,9.37,NA,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1303,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,9,Min DBH,NA,NA,5100,NA,400,1,Allometry,28,48.71,39.17,22.39,3.74,26.13,6.07,6.97,13.04,NA,9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1304,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,12,Min DBH,NA,NA,2680,NA,400,1,Allometry,28,75.39,61.53,35.8,5.97,41.77,9.42,10.34,19.76,NA,13.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1305,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,13,Min DBH,NA,NA,2740,NA,400,1,Allometry,28,82.1,66.78,38.65,6.45,45.1,10.29,11.39,21.68,NA,15.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1306,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,13,Min DBH,NA,NA,3117,NA,400,1,Allometry,28,97.75,79.32,45.68,7.62,53.3,12.33,13.69,26.02,NA,18.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1307,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,15,Min DBH,NA,NA,2260,NA,400,1,Allometry,28,83.66,67.01,38.13,6.36,44.49,10.55,11.97,22.52,NA,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1308,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,15,Min DBH,NA,NA,1632,NA,400,1,Allometry,28,58.34,46.19,25.24,4.21,29.45,7.85,8.89,16.74,NA,12.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1309,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,15,Min DBH,NA,NA,1654,NA,400,1,Allometry,28,65.82,52.36,29.12,4.86,33.98,8.59,9.79,18.38,NA,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1310,Hunan,Changling Forest Farm,27.35,113.08,227,18.1,1614,III,Fokienia forest,F. hodginsii,Planted,15,Min DBH,NA,NA,2081,NA,400,1,Allometry,28,77.29,61.74,34.64,5.78,40.42,10,11.32,21.32,NA,15.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Xue and Sheng 1993
1311,Guizhou,Longli Forest Farm,26.45,106.98,1168,14.8,1089,IV,Pinus forest,P. massoniana,Planted,18,Min DBH,11.3,12.4,4600,271.719,400,1,Clearcutting,,200.849,181.651,NA,NA,142.937,30.478,8.236,38.714,NA,19.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yan and Zhu 1984
1312,Heilongjiang,Qiqihar Experimental Region,47.38,123.85,160,3.7,418,II,Populus forest,P. alba × P. berolinensis,Planted,15,Min DBH,19.8,15.23,1250,281.757,480,1,Average,,188.389,158.876,101.65,9.463,111.113,41.475,6.288,47.763,NA,29.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yan et al. 1995
1313,Beijing,Xishan Forest Farm,40.01,116.21,374,11,651,II,Acer forest,A. truncatum,Planted,40,Min DBH,9.87,7.48,1487,40.905,666,3,Allometry,8,64.34,47.81,27.89,5.64,33.53,12.46,1.82,14.28,NA,16.53,4.39,1.9,2.49,2.75,1.46,1.29,1.64,0.44,1.2,0,4.86,4.86,0,0,Yan et al. 1997
1314,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Pinus & broadleaved mixed forest,Pinus massoniana & Quercus acutissima,Secondary,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,113.2,95.3,NA,NA,69.2,22.7,3.4,26.1,NA,17.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004a
1315,Henan,Dongzhai Experimental Region,31.81,114.4,320,15.1,1209,II,Pinus & broadleaved mixed forest,Pinus massoniana & Quercus acutissima,Secondary,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,112.4,95.6,NA,NA,71.7,20.7,3.2,23.9,NA,16.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004a
1316,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Pinus & broadleaved mixed forest,Pinus massoniana & Quercus acutissima,Secondary,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,143.7,118.1,NA,NA,86.1,27.5,4.5,32,NA,25.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004a
1317,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Pinus forest,P. massoniana,Planted,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,248.3,210.7,NA,NA,158.3,44.8,7.6,52.4,NA,37.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004b
1318,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Deciduous broadleaved mixed forest,Platycarya strobilacea & Quercus acutissima,Secondary,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,116.9,98.5,NA,NA,73.2,21.7,3.6,25.3,NA,18.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004b
1319,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Deciduous broadleaved mixed forest,Pistacia chinensis & Quercus acutissima,Secondary,35,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,184.1,156.9,NA,NA,119.2,32.2,5.5,37.7,NA,27.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004b
1320,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Deciduous broadleaved mixed forest,Platycarya strobilacea & Ailanthus altissima,Secondary,35,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,110.4,93.7,NA,NA,70.7,19.7,3.3,23,NA,16.7,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004b
1321,Henan,Dongzhai Experimental Region,31.81,114.4,350,15.1,1209,II,Deciduous broadleaved mixed forest,Platycarya strobilacea & Celtis sinensis,Secondary,38,Min DBH,NA,NA,NA,NA,NA,NA,Allometry,NA,146.8,121.3,NA,NA,88.2,28.6,4.5,33.1,NA,25.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang 2004b
1322,Guizhou,Maolan Karst Nature Reserve,25.33,107.94,600,15.3,1753,III,Evergreen broadleaved mixed forest,"Cyclobalanopsis glauca, Cinnamomum calcareum, Sapium rotundifolium & Platycarya longipes",Primary,All-aged,Min DBH,11,NA,NA,NA,1000,1,Allometry,NA,NA,89.198,NA,NA,58.159,28.205,2.834,31.039,NA,NA,6.022,NA,NA,5.747,4.385,1.362,0.275,NA,NA,0,6.5,6.5,0,0,Yang and Cheng 1991
1323,Liaoning,Pianling Township,41.41,123.98,180,6.2,782,IV,Larix forest,L. kaempferi,Planted,15,Min DBH,8.97,9.5,3066,97.192,667,1,Average,,109.91,96.61,NA,NA,62.85,26.06,7.7,33.76,NA,13.3,1.44,NA,NA,0.82,NA,NA,0.62,NA,NA,0,NA,NA,0,NA,Yang and Wu 2005
1324,Liaoning,Pianling Township,41.41,123.98,180,6.2,782,IV,Larix & broadleaved mixed forest,Larix kaempferi & Alnus sibirica,Planted,15,Min DBH,9.82,11.09,2898,117.927,667,1,Average,,131.32,115.42,NA,NA,72.64,36.04,6.74,42.78,NA,15.9,2.64,NA,NA,1.61,NA,NA,1.03,NA,NA,0,NA,NA,0,NA,Yang and Wu 2005
1325,Gansu,Wufeng Mountain,33.38,104.68,1980,10,625,IV,Pinus forest,P. tabuliformis,Planted,35,Min DBH,20.48,15.35,428,145.58,625,1,Average,,113.544,96.282,54.578,10.155,64.733,19.176,11.435,30.611,0.938,17.262,1.567,NA,NA,1.109,NA,NA,0.458,NA,NA,0,NA,NA,0,NA,Yang and Yang 2004
1326,Sichuan,Qiqushan Forest Farm,31.75,105.21,750,16.5,992,III,Cupressus forest,C. funebris,Planted,30,Min DBH,9.8,9,3182,108.8,430,1,Allometry,7,124.016,97.13,47.976,8.04,56.016,20.015,20.533,40.548,0.566,26.886,0.887,NA,NA,0.187,NA,NA,0.7,NA,NA,0,1.56,1.56,0,0,Yang et al. 1987
1327,Hainan,Jianfengling Nature Reserve,18.71,108.83,450,22.1,2300,IV,Tropical monsoon rainforest,"Itea macrophylla, Wendlandia uvariifolia, Pterospermum heterophyllum & Eurya loquaiana",Primary,All-aged,7.5,NA,NA,NA,NA,1000,1,Clearcutting,,NA,141.2,NA,NA,118.02,17.65,5.53,23.18,NA,NA,NA,33.27,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang et al. 1988
1328,Hainan,Jianfengling Nature Reserve,18.71,108.83,450,22.1,2300,IV,Tropical monsoon rainforest,"Lithocarpus silvicolarum, Aporusa dioica, Eurya loquaiana & Schima superba",Primary,All-aged,7.5,NA,NA,NA,NA,1000,1,Clearcutting,,NA,111.38,NA,NA,96.91,9.74,4.73,14.47,NA,NA,NA,84.96,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Yang et al. 1988
1329,Fujian,Longcun Township,27.25,118.5,610,16,1890,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,3.89,2.02,3000,3.683,400,3,Average,,9.963,7.482,3.447,0.612,4.059,1.584,1.839,3.423,NA,2.481,0.715,NA,NA,NA,NA,NA,NA,NA,NA,0,0.004,0.004,0,0,Yang et al. 1991
1330,Fujian,Jiyang Township,27.14,118.13,380,16.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,8.2,5.48,2710,40.103,400,3,Average,,59.079,48.754,NA,NA,22.358,8.835,17.561,26.396,NA,10.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 1996
1331,Fujian,Jiyang Township,27.14,118.13,380,16.5,1880,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Vernicia fordii,Planted,5,Min DBH,8.34,6.03,3140,49.779,400,3,Average,,65.048,52.645,NA,NA,24.576,10.192,17.877,28.069,NA,12.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 1996
1332,Fujian,Wangtai Township,26.47,117.95,200,20.1,1636,III,Cunninghamia forest,C. lanceolata,Planted,30,Min DBH,20.18,22.1,1845,648.794,400,5,Average,,324.873,288.139,223.125,35.306,258.431,14.605,15.103,29.708,NA,36.734,2.274,1.301,0.973,1.468,0.95,0.518,0.806,0.351,0.455,0,5.778,5.778,0,0,Yang et al. 1999ab
1333,Fujian,Wangtai Township,26.47,117.95,200,20.1,1636,III,Cunninghamia forest,C. lanceolata,Planted,29,Min DBH,18.16,17.51,2005,500.675,400,5,Average,,235.898,202.485,156.365,24.718,181.083,9.94,11.462,21.402,NA,33.413,3.72,2.355,1.365,1.07,0.691,0.379,2.651,1.664,0.986,0,5.301,5.301,0,0,Yang et al. 1999ab
1334,Fujian,Wangtai Township,26.47,117.95,200,20.1,1636,III,Cunninghamia forest,C. lanceolata,Planted,29,Min DBH,17.75,16.44,2048,346.616,400,5,Average,,181.378,152.761,115.51,17.325,132.835,9.645,10.281,19.926,NA,28.617,8.632,5.373,3.259,2.109,1.307,0.802,6.523,4.066,2.458,0,3.824,3.824,0,0,Yang et al. 1999ab
1335,Fujian,Banlin Forest Farm,24.86,117.68,485,17.4,1940,II,Fokienia forest,F. hodginsii,Planted,10,Min DBH,8.59,6.43,1344,25.225,900,1,Allometry,17,27.598,21.982,11.796,2.366,14.162,4.382,3.438,7.82,NA,5.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 2000
1336,Fujian,Banlin Forest Farm,24.86,117.68,520,17.4,1940,II,Fokienia forest,F. hodginsii,Planted,20,Min DBH,14.75,8.74,1194,89.812,1800,1,Allometry,17,66.978,53.156,33.144,5.267,38.41,9.356,5.389,14.746,NA,13.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 2000
1337,Fujian,Banlin Forest Farm,24.86,117.68,550,17.4,1940,II,Fokienia forest,F. hodginsii,Planted,30,Min DBH,21.49,12.39,986,223.179,750,1,Allometry,17,109.169,86.739,58.98,7.866,66.845,13.506,6.389,19.894,NA,22.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 2000
1338,Fujian,Banlin Forest Farm,24.86,117.68,610,17.4,1940,II,Fokienia forest,F. hodginsii,Planted,37,Min DBH,23.11,14.11,733,218.506,600,1,Allometry,17,145.811,115.937,79.971,10.325,90.296,17.632,8.009,25.641,NA,29.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yang et al. 2000
1339,Yunnan,Yuanmou Arid-Hot Valleys,25.77,101.83,1165,21.9,614,III,Eucalyptus forest,E. camaldulensis,Planted,6,Min DBH,4.57,5.9,2871,12.827,100,1,Average,,23.505,18.575,NA,NA,11.452,4.091,3.032,7.123,NA,4.93,1.515,NA,NA,0.211,NA,NA,1.304,NA,NA,0,0.48,0.48,0,0,Yang et al. 2001
1340,Yunnan,Yuanmou Arid-Hot Valleys,25.77,101.83,1170,21.9,614,III,Eucalyptus forest,E. camaldulensis,Planted,6,Min DBH,5.6,7.27,3861,31.917,100,1,Average,,40.656,28.756,NA,NA,24.208,2.645,1.903,4.548,NA,11.9,5.138,NA,NA,3.076,NA,NA,2.062,NA,NA,0,0.324,0.324,0,0,Yang et al. 2001
1341,Yunnan,Yuanmou Arid-Hot Valleys,25.77,101.83,1210,21.9,614,III,Eucalyptus forest,E. camaldulensis,Planted,8,Min DBH,9.2,8.8,2871,77.537,100,1,Average,,88.32,71.226,NA,NA,49.975,10.396,10.855,21.251,NA,17.094,5.052,NA,NA,3.436,NA,NA,1.616,NA,NA,0,0.951,0.951,0,0,Yang et al. 2001
1342,Guangdong,Heishiding Nature Reserve,23.52,111.87,425,19.6,1744,II,Pinus forest,P. massoniana,Secondary,35,2,NA,NA,NA,NA,1000,1,Allometry,7,NA,199.032,NA,NA,160.157,31.815,7.061,38.876,NA,NA,3.755,2.988,0.767,2.763,2.259,0.504,0.991,0.729,0.263,1.266,NA,NA,0,NA,Yang et al. 2003
1343,Guangdong,Heishiding Nature Reserve,23.52,111.87,425,19.6,1744,II,Pinus & broadleaved mixed forest,"Pinus massoniana, Schima superba, Castanopsis kawakamii & Liquidambar formosana",Secondary,45,2,NA,NA,NA,NA,1000,1,Allometry,24,NA,236.365,NA,NA,195.725,29.852,10.788,40.64,NA,NA,4.721,3.784,0.937,3.28,2.675,0.605,1.441,1.109,0.332,2.03,NA,NA,0,NA,Yang et al. 2003
1344,Jiangxi,Luxiling Forest Farm,27.22,115.14,390,18.3,1500,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,14.4,11.5,1740,140.7,667,1,Average,,78.944,66.277,NA,NA,49.642,8.387,8.248,16.634,NA,12.667,1.21,NA,NA,NA,NA,NA,NA,NA,NA,0,2.1,2.1,0,0,Yang et al. 2004
1345,Jiangxi,Luxiling Forest Farm,27.22,115.14,390,18.3,1500,III,Pinus forest,P. elliottii,Planted,12,Min DBH,13.94,8.3,1620,100.86,667,1,Average,,69.903,58.061,NA,NA,38.799,9.671,9.59,19.262,NA,11.842,1.65,NA,NA,NA,NA,NA,NA,NA,NA,0,2.5,2.5,0,0,Yang et al. 2004
1346,Jiangxi,Luxiling Forest Farm,27.22,115.14,390,18.3,1500,III,Pinus & broadleaved mixed forest,Pinus elliottii & Schima superba,Planted,12,Min DBH,10.97,8.51,2118,68.973,667,1,Average,,75.781,58.463,NA,NA,39.801,11.318,7.344,18.662,NA,17.318,0.434,NA,NA,NA,NA,NA,NA,NA,NA,0,7.64,7.64,0,0,Yang et al. 2004
1347,Jiangxi,Qingyuanshan Forest Farm,27.04,115.08,430,18.2,1457,III,Cunninghamia forest,C. lanceolata,Planted,7,Min DBH,7.8,7.1,3000,55.83,670,1,Average,,42.93,32.73,13.24,3.27,16.51,7.85,8.37,16.22,NA,10.2,3.5,NA,NA,2.1,NA,NA,1.4,NA,NA,0,1.67,1.67,0,0,Yang et al. 2007a
1348,Jiangxi,Qingyuanshan Forest Farm,27.04,115.08,430,18.2,1457,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Nyssa sinensis,Planted,7,Min DBH,7.73,7.53,3000,59.87,670,1,Average,,49.89,38.74,17.81,2.91,20.72,8.4,9.62,18.02,NA,11.15,5,NA,NA,2.9,NA,NA,2.1,NA,NA,0,2.17,2.17,0,0,Yang et al. 2007a
1349,Zhejiang,Tiantong Forest Park,29.8,121.78,260,16.2,1375,III,Evergreen broadleaved mixed forest,Castanopsis carlesii & Schima superba,Primary,52,Min DBH,NA,NA,NA,NA,400,3,Allometry,20,NA,126.048,NA,NA,84.905,36.779,4.233,41.011,0.132,NA,NA,9.598,NA,NA,8.917,NA,NA,0.681,NA,0.052,4.916,4.916,0,0,Yang et al. 2007b
1350,Hunan,Longtan Township,28.49,109.4,340,15.8,1345,III,Alnus forest,A. cremastogyne,Planted,5,Min DBH,10.85,11.5,1533,69.72,600,1,Average,,51.23,43.9,27.93,6.45,34.38,6.06,3.46,9.52,NA,7.33,1.74,NA,NA,NA,NA,NA,NA,NA,NA,0,1.68,1.68,0,0,Yang et al. 2008
1351,Hunan,Miluo Forestry S&T Region,28.8,113.09,70,17,1345,II,Alnus forest,A. cremastogyne,Planted,5,Min DBH,7.94,9.8,2283,53.248,600,1,Average,,51.99,45.3,24.34,3.2,27.54,12.92,4.84,17.76,NA,6.69,2.96,NA,NA,NA,NA,NA,NA,NA,NA,0,2.71,2.71,0,0,Yang et al. 2008
1352,Beijing,Xishan Forest Farm,40.01,116.21,250,11,651,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,9.3,5.36,2071,43.6,NA,1,Average,,53.61,43.76,21.3,4.03,25.33,8.51,9.92,18.43,NA,9.85,3.27,1.29,1.98,NA,NA,NA,NA,NA,NA,0,15.04,15.04,0,0,"Yao 1988, 1989"
1353,Beijing,Xishan Forest Farm,40.01,116.21,210,11,651,II,Platycladus forest,P. orientalis ,Planted,31,Min DBH,10.3,7.03,1520,35.32,NA,1,Average,,46.26,37.01,20.23,1.73,21.96,7.65,7.4,15.05,NA,9.25,4.28,1.32,2.96,NA,NA,NA,NA,NA,NA,0,9.1,9.1,0,0,"Yao 1988, 1989"
1354,Beijing,Xishan Forest Farm,40.01,116.21,210,11,651,II,Evergreen coniferous mixed forest,Pinus tabuliformis & Platycladus orientalis,Planted,30,Min DBH,11.43,7.39,1333,48.11,NA,1,Average,,60.42,46.97,24.5,3.5,28,10.18,8.79,18.97,NA,13.45,4.21,1.36,2.85,NA,NA,NA,NA,NA,NA,0,11.19,11.19,0,0,"Yao 1988, 1989"
1355,Fujian,Yanxi Forest Farm,24.77,117.76,200,21.1,1447,II,Cunninghamia forest,C. lanceolata,Planted,8,Min DBH,10,7.75,3588,120.162,400,3,Average,,66.084,50.149,30.771,7.445,38.216,5.813,6.121,11.934,NA,15.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yao 2003
1356,Fujian,Yanxi Forest Farm,24.77,117.76,200,21.1,1447,II,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Eucalyptus grandis × E. urophylla,Planted,8,Min DBH,11.99,10.6,2474,151.895,400,3,Average,,112.674,95.071,54.857,9.93,64.787,18.887,11.398,30.284,NA,17.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yao 2003
1357,Hunan,Northwest Xiangxiang County,27.75,112.52,400,17.3,1350,III,Pinus forest,P. massoniana,Planted,16,Min DBH,NA,NA,NA,NA,667,6,Allometry,18,NA,42.95,37.25,2.03,39.28,2.34,1.33,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yao and He 2001
1358,Hunan,Northwest Xiangxiang County,27.75,112.52,400,17.3,1350,III,Pinus forest,P. massoniana,Planted,16,Min DBH,NA,NA,NA,NA,667,6,Allometry,18,NA,33.54,29.15,1.43,30.58,1.93,1.03,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Yao and He 2001
