Latitude,Longitude,Altitude,MAT,MAP,Soil_fertility,Forest_type,Dominant_species,Stand_origin,Stand_age,Stem,Branch,Leaf,Crown,pca_0,pca_1,I,II,III,IV,V,Cunninghamia_forest,Eucalyptus_forest,Larix_forest,Other_Forest_type,Pinus_forest,Populus_forest,C._lanceolata,L._gmelinii,Other_Dominant_species,P._koraiensis,P._massoniana,P._tabuliformis,Planted,Primary,Secondary,AGBt
-0.48134328358208944,0.4258285714285712,-0.8897842474655576,0.6076871501150894,0.871673520719884,II,Pinus forest,P. massoniana,Planted,-0.34137391828623076,-0.11050012703292454,-0.2566686654491284,-0.1555207926418791,-0.273439724485255,-0.409617584238234,-0.02466690232513299,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.374372415737022
0.3246268656716418,0.3293714285714282,-0.811801403691188,-0.4375510290513872,-1.1127783013076993,II,Other,Other,Planted,0.8457777904704938,-0.6014938424420061,0.11538097815473038,0.5427889810337184,0.26242996002250474,0.14170012402009627,0.7027351943134104,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.013423691298284
0.05597014925373145,0.004342857142857426,-0.37769690668053035,-0.7361905088132377,-1.3175072431103405,I,Pinus forest,P. tabuliformis,Planted,-0.3018021946610066,-0.9853530799744415,-0.8569087571300205,-0.7187019584276918,-0.9508762786441736,-1.7565525973012648,0.011270062330793454,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.2216970761323953
0.4458955223880601,0.7362285714285717,-0.7348583311671433,-1.452925260241679,-0.6688610908643481,V,Larix forest,Other,Planted,0.46984641603086436,0.6505556094518358,-0.3161966084257458,-0.8703947182523535,-0.5594684917967984,-0.5262618878236999,-0.9602687144898626,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.836916626109569
-0.5373134328358211,0.031771428571429006,-0.7936054068105017,0.35384359231751666,0.5432964061453504,IV,Cunninghamia forest,C. lanceolata,Planted,-0.657947707288024,-0.585588765167804,-0.5663557021251022,0.31699343623723936,-0.3695546543915632,-0.6737300807406625,0.6679636752910867,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.817712325956905
0.4347014925373136,0.515885714285715,-0.6636340005198857,-0.975102092622718,-1.463452627365689,III,Larix forest,Other,Planted,0.0939150415912349,-0.29976907253872204,-0.2736766491567333,-0.1938798813331728,0.4451062274046747,-0.10640019025919534,0.05863033222305107,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.368941395125226
-0.9322139303482588,0.021257142857143307,-0.9911619443722381,1.4289457194601782,0.441945444856914,I,Eucalyptus forest,Other,Planted,-0.6975194309132482,-0.7152910588987629,-0.32661399844665373,-0.9987233058741363,-0.6105946864397322,-1.2533806882279916,-0.4799622394741581,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.4824086370869787
-0.5715174129353233,0.21142857142857174,-0.8170002599428127,0.279183722377054,0.8655924630425779,IV,Eucalyptus forest,Other,Planted,-0.6183759836627999,-0.6240616582963189,-0.8136801318731912,-0.8721383131928667,-0.9665094298939947,-1.631657576891013,-0.2888004178675043,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.4836986031738992
-0.5901741293532339,0.38514285714285723,-0.7026254224070705,0.9511225518412175,0.6264041944018681,II,Other,Other,Planted,-0.4600890891619032,0.48958856233942855,0.048057709312127404,1.0039698427995,0.36057140953527117,0.8534879252571067,0.6497792832134397,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.875578929769415
-0.3662935323383085,0.10217142857142836,-0.8154406030673252,0.3837075402937016,0.4926209255011322,II,Cunninghamia forest,C. lanceolata,Planted,-0.6183759836627999,-0.633495624427449,-0.47918978562362674,0.3727884743336667,-0.2798087861055527,-0.5754446951014441,0.7156281096847106,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.8022081394209395
-0.1386815920398008,0.4349714285714281,-0.9079802443462439,0.11493200850803606,-0.48034830286785657,II,Pinus forest,P. massoniana,Planted,0.0147715943407866,-0.07006673781778415,-0.11004567256981715,-0.1340745748735648,-0.1465216965607807,-0.22932643405909514,-0.05970209848638626,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.434666521998061
-0.49689054726368154,0.4020571428571431,-0.7156225630361321,0.8316667599364773,1.0622133279421444,III,Other,Other,Planted,-0.34137391828623076,0.028650873401244142,-0.5217097448926392,-0.8825998828359469,-0.7314331555448316,-1.034393609203289,-0.6517272727334702,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.393461012299545
-0.37251243781094523,0.1451428571428579,-0.9365739537301794,0.6674150460674593,-0.022241957844124353,II,Other,Other,Planted,-0.6975194309132482,-0.8113995888596506,-0.5117884210632029,-0.9322923386405775,-0.7398287367715873,-1.4480907602165685,-0.3349226826072932,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.2167936586638763
-0.041044776119402826,-0.050514285714285734,-0.27371978164803756,-0.09411562732525905,-1.0438596476315625,II,Other,Other,Primary,-0.26223047103578245,0.7055969055981478,3.6657975771172686,1.1282881620581022,3.357678106366732,4.699943374792023,-0.2295867168266495,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.285571481772725
-0.35696517412935314,-0.403428571428571,0.9428125812321286,-1.4678572342297713,-1.1391295512426927,V,Populus forest,Other,Planted,-0.5392325364123516,-0.5467915794535315,-0.5788990901094608,-0.8172150725666962,-0.7564461975445455,-1.3251543164932504,-0.33239981254446477,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.724487881581304
-0.5366915422885572,0.3901714285714286,-0.8975825318429946,0.8764626819007549,0.8189710208498971,III,Other,Other,Planted,0.7270626195948213,1.1678022837352025,0.5816831981382335,-0.19562347627368612,0.398206773655211,1.0193376638677207,-0.8183932633874945,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.1801530081973945
-0.5404228855721391,0.4203428571428578,-0.7416168442942553,0.6375510980912744,0.8615384245910405,III,Other,Other,Planted,-0.7370911545384723,-0.7893034713118944,-0.30556661860849266,1.4398685779278382,0.2163990146758089,0.14561607026280982,1.6682640038195329,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.770689829311502
-0.6156716417910448,0.45279999999999987,-0.9781648037431765,0.8764626819007549,-0.20264666893754102,I,Other,Other,Planted,-0.10394357653488585,1.1092822125780362,-0.0617855187994881,0.9603799692866662,0.25635040120312985,1.0081003238565722,0.37160861310432447,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.169801944312609
-0.722636815920398,0.1606857142857141,-0.8455939693267481,1.0407143957697724,1.5324817883204889,III,Other,Other,Primary,-0.26223047103578245,1.9556858614053643,7.1914108665062155,-0.12413608371263864,5.82233125174132,8.141680696490585,-2.730111617268534,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.78333275341421
-0.7593283582089554,0.040000000000000036,-0.7416168442942553,0.9361905778531249,0.46626967556613874,II,Other,Other,Planted,-0.26223047103578245,0.6120827163233208,0.6685656482445822,1.49496617804806,1.0305966919905705,1.8254346911745618,0.8706820395782516,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.016829404259583
-0.619402985074627,0.2475428571428573,-0.6563556017676112,0.6972789940436448,1.0034297703948514,III,Cunninghamia forest,C. lanceolata,Planted,0.25220193609213154,1.0438488131154011,-0.2736766491567333,-0.1938798813331728,-0.21142822452763105,0.14502126793307119,-0.5482805071669387,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.067469210848274
-0.16604477611940305,0.46697142857142904,-0.949571094359241,0.18959187844849867,-0.32021378403212714,III,Cunninghamia forest,C. lanceolata,Planted,0.0147715943407866,-0.09546474351143602,-0.11777013183702108,1.0004826529184734,0.22392608749979706,0.4080232269003845,0.9401931547437598,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.48863636973214
-0.597636815920398,0.29462857142857146,-0.8144008318170003,0.7570068899960146,0.9527542897506331,IV,Pinus forest,P. massoniana,Secondary,0.21263021246690736,-0.36759044467829943,-0.6656398070182462,-0.805707345959308,-0.823495046238223,-1.3222923872471768,-0.378272670765882,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.9598412688836215
-0.4981343283582089,0.02857142857142847,-0.7936054068105017,0.5180953061865341,0.17032486860390467,III,Cunninghamia forest,C. lanceolata,Planted,-0.34137391828623076,0.08562318449002208,-0.2661647896858744,0.7211587434482343,0.009925617057800179,0.18072933981871264,0.6557333923278849,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.580764782149338
-0.3084577114427862,-0.8326857142857138,0.961008578112815,-0.9601701186346255,-1.9803425299367141,V,Populus forest,Other,Planted,-0.42051736553667907,-0.541868228378848,-0.474370856906472,-0.8128560852154127,-0.6695953572677611,-1.214193124899459,-0.3565716053218604,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.767783051709402
0.16480099502487544,-0.2927999999999997,0.24512607226410177,-1.4678572342297713,-1.722911088264086,III,Other,Other,Primary,1.6767839866002008,0.39082672940416036,0.11254631420346294,0.5846352596060389,0.2740100720594093,0.6296441737922776,0.3116472017074354,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.811004798179664
-0.5366915422885572,0.3901714285714286,-0.8871848193397454,0.8764626819007549,0.8189710208498971,III,Other,Other,Planted,-0.3809456419114549,0.042683898021300334,-0.11500633448453529,-0.43589085907642605,-0.2508006054531066,-0.3561594252725938,-0.36969847663200067,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.501730047447441
-0.44278606965174117,0.2571428571428571,-0.8455939693267481,0.5778232021389045,0.6628905404657052,III,Cunninghamia forest,C. lanceolata,Planted,-0.42051736553667907,-0.1625638276190988,-0.2736766491567333,-0.1938798813331728,-0.3921358728635271,-0.5269154773175748,-0.035172014456082826,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.3014535780568695
-0.3513681592039801,0.4294857142857147,-0.9246165843514427,0.4583674102341642,1.0439701549102258,III,Cunninghamia forest,C. lanceolata,Planted,-0.26223047103578245,0.2741698419639048,0.2955238722577798,1.823808183828878,0.8350085996872523,1.4782864306031551,1.3947916756105136,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.825349347838285
0.0167910447761197,-0.00845714285714294,-0.38393553418247994,-0.33302721113473965,-1.2465615702084352,III,Pinus forest,P. tabuliformis,Planted,0.8339062733829267,-0.1246510762296197,0.3825480555616918,-0.35080342597937453,0.18397470097247615,0.11958145566940226,-0.3464650612323032,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.4581771622474315
-0.4981343283582089,0.02857142857142847,-0.7936054068105017,0.5180953061865341,0.17032486860390467,III,Cunninghamia forest,C. lanceolata,Planted,-0.4600890891619032,-0.3216588220773598,-0.5398515941807512,0.1496083219479577,-0.40348438265969366,-0.6196725314094174,0.40190475599979925,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.140257575486506
-0.16604477611940305,0.46697142857142904,-0.9599688068624903,0.18959187844849867,-0.32021378403212714,III,Pinus forest,Other,Planted,-0.4600890891619032,-0.2587902821566257,0.11042031624001224,0.6726868041019634,0.30151283814705776,0.37303813214631193,0.6690890916561509,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.372733587762289
-0.5366915422885572,0.3901714285714286,-0.9079802443462439,0.8764626819007549,0.8189710208498971,III,Cunninghamia forest,C. lanceolata,Planted,-0.10394357653488585,0.24460025437164395,-0.4373784923424312,0.5959686267193757,-0.17153473856049473,0.009146224739789655,0.5205466966641308,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.656243456172092
-0.4981343283582089,0.02857142857142847,-0.7936054068105017,0.5180953061865341,0.17032486860390467,III,Cunninghamia forest,C. lanceolata,Planted,-0.26223047103578245,0.24053185647759415,-0.2628340595431352,0.7455690726154214,0.020753021812306035,0.2710866194231538,0.6093019684116057,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.684766640259234
0.3246268656716418,0.3293714285714282,-0.8871848193397454,-0.4375510290513872,-1.1127783013076993,II,Other,Other,Planted,0.6874908959695972,-0.46279979974231394,-0.13052611961772478,-0.9976771489098282,-0.45003643304805,-0.9349777088826404,-0.636477093545335,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.959669658895499
0.3731343283582089,0.6822857142857144,-0.7956849493111516,-1.258809598396476,-0.6080505140912863,V,Larix forest,Other,Planted,0.0939150415912349,-0.03650245519187286,-0.3778505493658138,-0.9331641361108342,-0.6306861808237616,-0.9482631383803232,-0.7031644846708593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.359781025726562
-0.21890547263681603,-0.16159999999999997,-0.7416168442942553,0.5031633321984419,-0.6485908986066609,I,Other,Other,Planted,-0.42051736553667907,-0.3423103635612867,-0.21762116952041866,0.5736506114808048,0.000545726307907518,-0.05666954461516821,0.700060333751994,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.225314343386347
-0.32898009950248763,0.053257142857143336,-0.6532362880166365,0.309047670353239,0.40545909879307696,III,Other,Other,Secondary,-0.26223047103578245,-0.23128437465554952,-0.5205758793121322,-0.8215740599179797,-0.7102415505172962,-1.1201167639464982,-0.48675321154853207,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4.153415035799089
0.37873134328358216,0.6813714285714285,-0.8669092799584092,-1.1542857804798283,-0.5371048411893808,V,Pinus forest,P. koraiensis,Planted,-0.10394357653488585,-0.38084221897812126,0.005537750043114997,0.4704297910024145,0.14865535925991719,0.09202163089745413,0.5717257407798096,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.2244952466871455
0.46828358208955256,0.3769142857142862,-0.10735638159604899,-2.28911580357486,-1.5202091656872132,V,Larix forest,Other,Planted,-0.28201633284839456,-0.5928116454869505,-0.5876156817596085,-0.823317654858493,-0.7655944860537001,-1.3591768057661768,-0.31569610623824745,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.6420498667571386
